"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_26135","","hypothetical protein","6","5","7","208","46.15384615384615","97.65258215962442","35.65714285714286","3.9851343299555045e-06","0.14738620805907438","0.007018390859955923","8","5","4","0.7265625000000002","1.0"
"group_13660","","hypothetical protein","6","5","7","208","46.15384615384615","97.65258215962442","35.65714285714286","3.9851343299555045e-06","0.14738620805907438","0.007018390859955923","8","4","4","1.0","1.0"
"group_18332","","hypothetical protein","6","5","7","208","46.15384615384615","97.65258215962442","35.65714285714286","3.9851343299555045e-06","0.14738620805907438","0.007018390859955923","7","4","3","0.9999999999999998","0.9999999999999998"
"group_5063","","hypothetical protein","6","5","7","208","46.15384615384615","97.65258215962442","35.65714285714286","3.9851343299555045e-06","0.14738620805907438","0.007018390859955923","7","4","3","0.9999999999999998","0.9999999999999998"
"group_2300","","hypothetical protein","6","5","7","208","46.15384615384615","97.65258215962442","35.65714285714286","3.9851343299555045e-06","0.14738620805907438","0.007018390859955923","5","4","1","0.375","0.375"
"group_21203","ybcF_2","putative carbamate kinase","6","6","7","207","46.15384615384615","97.1830985915493","29.571428571428573","7.749174676975258e-06","0.28659547625325293","0.010235552723330462","7","4","3","0.9999999999999998","0.9999999999999998"
"group_3551","","hypothetical protein","6","6","7","207","46.15384615384615","97.1830985915493","29.571428571428573","7.749174676975258e-06","0.28659547625325293","0.010235552723330462","8","5","4","0.7265625000000002","1.0"
"group_25722","argR_2","ArgR-arg","6","6","7","207","46.15384615384615","97.1830985915493","29.571428571428573","7.749174676975258e-06","0.28659547625325293","0.010235552723330462","7","4","3","0.9999999999999998","0.9999999999999998"
"group_25898","","hypothetical protein","6","6","7","207","46.15384615384615","97.1830985915493","29.571428571428573","7.749174676975258e-06","0.28659547625325293","0.010235552723330462","7","4","3","0.9999999999999998","0.9999999999999998"
"aacA4","","Aminoglycoside N(6')-acetyltransferase type 1","6","6","7","207","46.15384615384615","97.1830985915493","29.571428571428573","7.749174676975258e-06","0.28659547625325293","0.010235552723330462","7","5","4","0.4531249999999996","0.9999999999999998"
"group_18313","arcA","Arginine deiminase","6","6","7","207","46.15384615384615","97.1830985915493","29.571428571428573","7.749174676975258e-06","0.28659547625325293","0.010235552723330462","7","4","3","0.9999999999999998","0.9999999999999998"
"group_15808","argI_2","ornithine carbamoyltransferase chain I","6","6","7","207","46.15384615384615","97.1830985915493","29.571428571428573","7.749174676975258e-06","0.28659547625325293","0.010235552723330462","7","4","3","0.9999999999999998","0.9999999999999998"
"group_8913","","hypothetical protein","8","18","5","195","61.53846153846154","91.54929577464789","17.333333333333332","9.200331678227885e-06","0.3402650667875801","0.01173327816508897","6","5","2","0.21875000000000003","0.6875000000000002"
"mngR_1","","MngR DNA-binding transcriptional repressor","12","70","1","143","92.3076923076923","67.13615023474179","24.514285714285716","2.7301888541838778e-05","1.0","0.032572033736495656","3","3","1","0.25","1.0"
"mngA_1","","2-O-alpha-mannosyl-D-glycerate PTS permease","12","70","1","143","92.3076923076923","67.13615023474179","24.514285714285716","2.7301888541838778e-05","1.0","0.032572033736495656","3","3","1","0.25","1.0"
"group_8614","hokE_4","HokE","5","4","8","209","38.46153846153847","98.12206572769952","32.65625","3.0512735114794827e-05","1.0","0.034196454408653695","7","4","3","0.9999999999999998","0.9999999999999998"
"group_7949","","hypothetical protein","5","4","8","209","38.46153846153847","98.12206572769952","32.65625","3.0512735114794827e-05","1.0","0.034196454408653695","8","4","4","1.0","1.0"
"group_21195","","hypothetical protein","1","141","12","72","7.6923076923076925","33.80281690140845","0.0425531914893617","3.677550116730326e-05","1.0","0.03912173581209133","3","1","3","0.25","1.0"
"group_10400","","hypothetical protein","7","15","6","198","53.84615384615385","92.95774647887323","15.4","3.702305736056664e-05","1.0","0.03912173581209133","10","6","4","0.7539062500000002","0.7539062500000002"
"ydcR_2","","fused predicted DNA-binding transcriptional regulator and predicted amino transferase","1","140","12","73","7.6923076923076925","34.27230046948357","0.04345238095238095","4.255288002710562e-05","1.0","0.04371599208117984","3","1","3","0.25","1.0"
"group_15459","higB","Endoribonuclease HigB","1","137","12","76","7.6923076923076925","35.68075117370892","0.046228710462287104","6.516906195574887e-05","1.0","0.065140880739768","4","1","3","0.625","0.625"
"ydcM_1","","putative transposase","9","35","4","178","69.23076923076923","83.56807511737088","11.442857142857143","7.485901092625386e-05","1.0","0.07098937589991212","9","7","4","0.17968750000000003","1.0"
"group_16017","","hypothetical protein","9","35","4","178","69.23076923076923","83.56807511737088","11.442857142857143","7.485901092625386e-05","1.0","0.07098937589991212","10","7","3","0.3437499999999999","0.3437499999999999"
"nemA_2","","N-ethylmaleimide reductase, FMN-linked","4","2","9","211","30.76923076923077","99.06103286384976","46.888888888888886","9.486220324417983e-05","1.0","0.08353294582816065","4","3","2","0.625","1.0"
"group_53182","insJ_1","IS150 protein InsA","4","2","9","211","30.76923076923077","99.06103286384976","46.888888888888886","9.486220324417983e-05","1.0","0.08353294582816065","3","2","1","1.0","1.0"
"pinR_1","","Rac prophage; predicted site-specific recombinase","4","2","9","211","30.76923076923077","99.06103286384976","46.888888888888886","9.486220324417983e-05","1.0","0.08353294582816065","4","3","2","0.625","1.0"
"group_2925","","hypothetical protein","7","19","6","194","53.84615384615385","91.07981220657277","11.912280701754385","0.00012878314487230867","1.0","0.10795574420839199","9","6","4","0.5078125","1.0"
"group_1407","","hypothetical protein","7","19","6","194","53.84615384615385","91.07981220657277","11.912280701754385","0.00012878314487230867","1.0","0.10795574420839199","10","6","4","0.7539062500000002","0.7539062500000002"
"group_2404","","hypothetical protein","8","28","5","185","61.53846153846154","86.85446009389672","10.571428571428571","0.0001422034714662677","1.0","0.10795574420839199","10","6","4","0.7539062500000002","0.7539062500000002"
"insCD-1_2","","IS2 element transposase InsAB'","3","0","10","213","23.076923076923077","100.0","inf","0.00015065318162659912","1.0","0.10795574420839199","2","2","0","0.5","0.5"
"group_28411","","hypothetical protein","3","0","10","213","23.076923076923077","100.0","inf","0.00015065318162659912","1.0","0.10795574420839199","3","3","0","0.25","0.25"
"group_52444","insC-1_1","IS2 element protein InsA","3","0","10","213","23.076923076923077","100.0","inf","0.00015065318162659912","1.0","0.10795574420839199","2","2","0","0.5","0.5"
"glxR","","tartronate semialdehyde reductase 2","10","213","3","0","76.92307692307693","0.0","0.0","0.00015065318162659912","1.0","0.10795574420839199","3","0","3","0.25","0.25"
"yhhI_2","","putative transposase","3","0","10","213","23.076923076923077","100.0","inf","0.00015065318162659912","1.0","0.10795574420839199","3","3","0","0.25","0.25"
"group_28016","","hypothetical protein","3","0","10","213","23.076923076923077","100.0","inf","0.00015065318162659912","1.0","0.10795574420839199","2","2","0","0.5","0.5"
"traA","","Pilin","11","65","2","148","84.61538461538461","69.48356807511738","12.523076923076923","0.00015178722417359894","1.0","0.10795574420839199","10","8","2","0.10937500000000003","0.10937500000000003"
"group_1990","umuC_2","SOS mutagenesis and repair","7","20","6","193","53.84615384615385","90.61032863849765","11.258333333333333","0.00016938150995172153","1.0","0.11748219768331647","10","6","4","0.7539062500000002","0.7539062500000002"
"group_18247","","hypothetical protein","5","7","8","206","38.46153846153847","96.71361502347418","18.392857142857142","0.00017471125006982493","1.0","0.11748219768331647","7","3","4","0.9999999999999998","0.9999999999999998"
"group_1006","ypjA_2","adhesin-like autotransporter","5","7","8","206","38.46153846153847","96.71361502347418","18.392857142857142","0.00017471125006982493","1.0","0.11748219768331647","5","5","2","0.0625","1.0"
"sucA","","subunit of E1(0) component of 2-oxoglutarate dehydrogenase","13","105","0","108","100.0","50.70422535211267","inf","0.0001988902964189547","1.0","0.12111830412707213","3","3","0","0.25","0.25"
"aphA","","acid phosphatase/phosphotransferase monomer","9","210","4","3","69.23076923076923","1.4084507042253522","0.03214285714285714","0.0002141328107227896","1.0","0.12111830412707213","6","2","4","0.6875000000000002","0.6875000000000002"
"group_53268","","hypothetical protein","9","210","4","3","69.23076923076923","1.4084507042253522","0.03214285714285714","0.0002141328107227896","1.0","0.12111830412707213","6","2","4","0.6875000000000002","0.6875000000000002"
"group_21553","","hypothetical protein","9","210","4","3","69.23076923076923","1.4084507042253522","0.03214285714285714","0.0002141328107227896","1.0","0.12111830412707213","6","2","4","0.6875000000000002","0.6875000000000002"
"group_21622","","hypothetical protein","4","3","9","210","30.76923076923077","98.59154929577466","31.11111111111111","0.0002141328107227896","1.0","0.12111830412707213","5","3","3","1.0","1.0"
"malY_4","","bifunctional beta-cystathionase, PLP-dependent and regulator of maltose regulon","4","3","9","210","30.76923076923077","98.59154929577466","31.11111111111111","0.0002141328107227896","1.0","0.12111830412707213","5","3","3","1.0","1.0"
"group_25949","","hypothetical protein","4","3","9","210","30.76923076923077","98.59154929577466","31.11111111111111","0.0002141328107227896","1.0","0.12111830412707213","5","3","3","1.0","1.0"
"group_19607","","hypothetical protein","4","3","9","210","30.76923076923077","98.59154929577466","31.11111111111111","0.0002141328107227896","1.0","0.12111830412707213","6","3","3","1.0","1.0"
"group_21552","","hypothetical protein","4","3","9","210","30.76923076923077","98.59154929577466","31.11111111111111","0.0002141328107227896","1.0","0.12111830412707213","6","4","2","0.6875000000000002","0.6875000000000002"
"group_8790","","hypothetical protein","10","53","3","160","76.92307692307693","75.11737089201877","10.062893081761006","0.00021868731175188693","1.0","0.12111830412707213","10","8","3","0.10937500000000003","0.3437499999999999"
"ccdB_2","","Toxin CcdB","10","53","3","160","76.92307692307693","75.11737089201877","10.062893081761006","0.00021868731175188693","1.0","0.12111830412707213","9","7","3","0.17968750000000003","0.5078125"
"group_2275","","hypothetical protein","8","30","5","183","61.53846153846154","85.91549295774648","9.76","0.00021941721762150747","1.0","0.12111830412707213","10","6","4","0.7539062500000002","0.7539062500000002"
"group_52328","sdhB","succinate dehydrogenase iron-sulfur protein","0","105","13","108","0.0","50.70422535211267","0.0","0.0002472718434118739","1.0","0.13390230641353784","3","0","3","0.25","0.25"
"sdhB","","succinate dehydrogenase iron-sulfur protein","13","109","0","104","100.0","48.82629107981221","inf","0.0002692764038322896","1.0","0.13390230641353784","3","3","0","0.25","0.25"
"group_51866","sucA_2","subunit of E1(0) component of 2-oxoglutarate dehydrogenase","0","104","13","109","0.0","51.173708920187785","0.0","0.0002692764038322896","1.0","0.13390230641353784","3","0","3","0.25","0.25"
"folP_2","","dihydropteroate synthase","8","31","5","182","61.53846153846154","85.44600938967136","9.393548387096773","0.00026968437570328913","1.0","0.13390230641353784","9","6","4","0.5078125","1.0"
"group_16280","","hypothetical protein","8","31","5","182","61.53846153846154","85.44600938967136","9.393548387096773","0.00026968437570328913","1.0","0.13390230641353784","10","6","4","0.7539062500000002","0.7539062500000002"
"group_14500","","hypothetical protein","8","31","5","182","61.53846153846154","85.44600938967136","9.393548387096773","0.00026968437570328913","1.0","0.13390230641353784","10","6","4","0.7539062500000002","0.7539062500000002"
"emrE_2","","multidrug efflux transporter EmrE","8","31","5","182","61.53846153846154","85.44600938967136","9.393548387096773","0.00026968437570328913","1.0","0.13390230641353784","9","6","4","0.5078125","1.0"
"group_5586","ygfI","putative DNA-binding transcriptional regulator LYSR-type","12","87","1","126","92.3076923076923","59.154929577464785","17.379310344827587","0.0002726181276630217","1.0","0.13390230641353784","5","4","1","0.375","0.375"
"group_2120","gatZ","tagatose-1,6-bisphosphate aldolase 2","5","8","8","205","38.46153846153847","96.24413145539906","16.015625","0.00027516156412040003","1.0","0.13390230641353784","8","3","5","0.7265625000000002","0.7265625000000002"
"xerD_4","","site-specific recombinase","10","55","3","158","76.92307692307693","74.17840375586854","9.575757575757576","0.0002964739368355391","1.0","0.14239989714189064","10","8","3","0.10937500000000003","0.3437499999999999"
"rimL","","ribosomal-protein-L12-serine acetyltransferase","5","181","8","32","38.46153846153847","15.023474178403756","0.11049723756906077","0.0003293094238425324","1.0","0.15416683204293946","3","1","2","1.0","1.0"
"group_3208","insF-1_1","IS3 element protein InsF","8","32","5","181","61.53846153846154","84.97652582159625","9.05","0.0003293094238425324","1.0","0.15416683204293946","7","6","3","0.125","0.9999999999999998"
"group_6607","gpFI_2","Putative prophage major tail sheath protein","6","15","7","198","46.15384615384615","92.95774647887323","11.314285714285715","0.0003517293191275097","1.0","0.16260446423264774","9","4","5","1.0","1.0"
"ylpA","","Lipoprotein YlpA","7","23","6","190","53.84615384615385","89.2018779342723","9.63768115942029","0.00035886140803772056","1.0","0.16320444645098134","8","5","4","0.7265625000000002","1.0"
"group_6009","","hypothetical protein","4","169","9","44","30.76923076923077","20.657276995305164","0.11571334648257725","0.0003914323286885591","1.0","0.16320444645098134","5","1","4","0.375","0.375"
"group_7947","","hypothetical protein","8","33","5","180","61.53846153846154","84.50704225352112","8.727272727272727","0.0003996393926479166","1.0","0.16320444645098134","10","6","4","0.7539062500000002","0.7539062500000002"
"group_12494","tehA","TehA TDT transporter","8","33","5","180","61.53846153846154","84.50704225352112","8.727272727272727","0.0003996393926479166","1.0","0.16320444645098134","5","3","2","1.0","1.0"
"group_11330","mngB","alpha-mannosidase","8","33","5","180","61.53846153846154","84.50704225352112","8.727272727272727","0.0003996393926479166","1.0","0.16320444645098134","2","2","1","0.5","1.0"
"tehA","","TehA TDT transporter","5","180","8","33","38.46153846153847","15.492957746478872","0.11458333333333333","0.00039963939264791665","1.0","0.16320444645098134","5","2","3","1.0","1.0"
"group_20946","","Thioredoxin-like protein","4","4","9","209","30.76923076923077","98.12206572769952","23.22222222222222","0.00041427869313545536","1.0","0.16320444645098134","5","3","4","0.375","1.0"
"group_25599","","hypothetical protein","4","4","9","209","30.76923076923077","98.12206572769952","23.22222222222222","0.00041427869313545536","1.0","0.16320444645098134","5","3","4","0.375","1.0"
"group_25600","nemR_2","NemR DNA-binding transcriptional repressor","4","4","9","209","30.76923076923077","98.12206572769952","23.22222222222222","0.00041427869313545536","1.0","0.16320444645098134","5","3","4","0.375","1.0"
"group_17970","","hypothetical protein","4","4","9","209","30.76923076923077","98.12206572769952","23.22222222222222","0.00041427869313545536","1.0","0.16320444645098134","5","3","4","0.375","1.0"
"group_53267","","hypothetical protein","4","4","9","209","30.76923076923077","98.12206572769952","23.22222222222222","0.00041427869313545536","1.0","0.16320444645098134","7","4","3","0.9999999999999998","0.9999999999999998"
"group_20947","","hypothetical protein","4","4","9","209","30.76923076923077","98.12206572769952","23.22222222222222","0.00041427869313545536","1.0","0.16320444645098134","5","3","4","0.375","1.0"
"fabG_4","","3-oxo-acyl-[acyl-carrier-protein] reductase","4","4","9","209","30.76923076923077","98.12206572769952","23.22222222222222","0.00041427869313545536","1.0","0.16320444645098134","5","3","4","0.375","1.0"
"yajR_2","","YajR MFS transporter","5","9","8","204","38.46153846153847","95.77464788732394","14.166666666666666","0.0004148068885570043","1.0","0.16320444645098134","8","4","5","0.7265625000000002","1.0"
"group_2901","","hypothetical protein","7","24","6","189","53.84615384615385","88.73239436619718","9.1875","0.00045141078110780584","1.0","0.17573659293148516","10","6","4","0.7539062500000002","0.7539062500000002"
"cirA_6","","outer membrane receptor involved in uptake of ferric dihyroxybenzoylserine","6","16","7","197","46.15384615384615","92.48826291079813","10.553571428571429","0.00046974416729002533","1.0","0.18096894044848225","8","5","5","0.7265625000000002","0.7265625000000002"
"group_14385","ycaC","putative hydrolase monomer","8","34","5","179","61.53846153846154","84.03755868544602","8.423529411764706","0.00048215690771678745","1.0","0.18383599046389348","8","5","3","0.7265625000000002","0.7265625000000002"
"soj","","Sporulation initiation inhibitor protein Soj","11","74","2","139","84.61538461538461","65.25821596244131","10.33108108108108","0.0005070853694300292","1.0","0.1905970382204835","8","7","2","0.0703125","0.2890624999999999"
"yjgL_2","","putative protein","7","25","6","188","53.84615384615385","88.26291079812206","8.773333333333333","0.0005626408891731172","1.0","0.1905970382204835","6","5","2","0.21875000000000003","0.6875000000000002"
"virB","","Virulence regulon transcriptional activator VirB","11","75","2","138","84.61538461538461","64.7887323943662","10.12","0.0005742503979214389","1.0","0.1905970382204835","7","6","2","0.125","0.4531249999999996"
"group_11157","rimL","ribosomal-protein-L12-serine acetyltransferase","8","35","5","178","61.53846153846154","83.56807511737088","8.137142857142857","0.0005784871372647584","1.0","0.1905970382204835","3","2","1","1.0","1.0"
"yqiI","","protein involved in detoxification of methylglyoxal","8","35","5","178","61.53846153846154","83.56807511737088","8.137142857142857","0.0005784871372647584","1.0","0.1905970382204835","6","4","2","0.6875000000000002","0.6875000000000002"
"group_28540","bcr_2","multidrug efflux transporter Bcr","3","1","10","212","23.076923076923077","99.53051643192488","63.6","0.000582345482341408","1.0","0.1905970382204835","3","3","1","0.25","1.0"
"group_9767","","hypothetical protein","3","1","10","212","23.076923076923077","99.53051643192488","63.6","0.000582345482341408","1.0","0.1905970382204835","2","2","1","0.5","1.0"
"cynR_2","","CynR DNA-binding transcriptional repressor","3","1","10","212","23.076923076923077","99.53051643192488","63.6","0.000582345482341408","1.0","0.1905970382204835","3","3","1","0.25","1.0"
"group_9623","","hypothetical protein","3","1","10","212","23.076923076923077","99.53051643192488","63.6","0.000582345482341408","1.0","0.1905970382204835","3","3","1","0.25","1.0"
"ampC_2","","beta-lactamase; penicillin resistance","3","1","10","212","23.076923076923077","99.53051643192488","63.6","0.000582345482341408","1.0","0.1905970382204835","4","3","1","0.625","0.625"
"blc_1","","Blc outer membrane lipoprotein (lipocalin)","3","1","10","212","23.076923076923077","99.53051643192488","63.6","0.000582345482341408","1.0","0.1905970382204835","4","3","1","0.625","0.625"
"sugE_2","","SugE SMR transporter","3","1","10","212","23.076923076923077","99.53051643192488","63.6","0.000582345482341408","1.0","0.1905970382204835","4","3","1","0.625","0.625"
"insF-1_8","","IS3 element protein InsF","3","1","10","212","23.076923076923077","99.53051643192488","63.6","0.000582345482341408","1.0","0.1905970382204835","2","2","1","0.5","1.0"
"group_21108","","hypothetical protein","3","1","10","212","23.076923076923077","99.53051643192488","63.6","0.000582345482341408","1.0","0.1905970382204835","4","3","1","0.625","0.625"
"group_20062","","hypothetical protein","3","1","10","212","23.076923076923077","99.53051643192488","63.6","0.000582345482341408","1.0","0.1905970382204835","3","3","1","0.25","1.0"
"group_3550","","hypothetical protein","3","1","10","212","23.076923076923077","99.53051643192488","63.6","0.000582345482341408","1.0","0.1905970382204835","3","2","1","1.0","1.0"
"vapC","","tRNA(fMet)-specific endonuclease VapC","5","10","8","203","38.46153846153847","95.30516431924883","12.6875","0.0006029328539300004","1.0","0.19265613206167695","8","4","4","1.0","1.0"
"cbrC","","colicin E2 tolerance protein","10","60","3","153","76.92307692307693","71.83098591549296","8.5","0.000604595511587782","1.0","0.19265613206167695","5","5","2","0.0625","1.0"
"group_21330","","hypothetical protein","7","196","6","17","53.84615384615385","7.981220657276995","0.10119047619047619","0.0006172286978368493","1.0","0.19265613206167695","6","3","5","0.21875000000000003","1.0"
"ykgA","","putative DNA-binding transcriptional regulator","7","196","6","17","53.84615384615385","7.981220657276995","0.10119047619047619","0.0006172286978368493","1.0","0.19265613206167695","4","2","4","0.125","1.0"
"hflC_1","","regulator of FtsH protease","5","177","8","36","38.46153846153847","16.901408450704224","0.1271186440677966","0.0006904044986733866","1.0","0.19265613206167695","3","1","2","1.0","1.0"
"group_7881","","hypothetical protein","5","177","8","36","38.46153846153847","16.901408450704224","0.1271186440677966","0.0006904044986733866","1.0","0.19265613206167695","7","4","6","0.125","0.9999999999999998"
"ydeK","","putative lipoprotein","8","36","5","177","61.53846153846154","83.09859154929578","7.866666666666666","0.0006904044986733867","1.0","0.19265613206167695","5","4","1","0.375","0.375"
"group_14382","dmsC","dimethyl sulfoxide reductase, chain C","8","36","5","177","61.53846153846154","83.09859154929578","7.866666666666666","0.0006904044986733867","1.0","0.19265613206167695","5","3","3","1.0","1.0"
"ygcG_2","","putative protein","0","99","13","114","0.0","53.52112676056338","0.0","0.0006922129190219549","1.0","0.19265613206167695","4","0","4","0.125","0.125"
"tetR","","Tetracycline repressor protein class A from transposon 1721","7","26","6","187","53.84615384615385","87.79342723004694","8.39102564102564","0.0006953055065641514","1.0","0.19265613206167695","10","6","5","0.7539062500000002","1.0"
"group_18698","","hypothetical protein","4","5","9","208","30.76923076923077","97.65258215962442","18.488888888888887","0.0007212914595520391","1.0","0.19265613206167695","6","3","3","1.0","1.0"
"group_9966","insC-1_2","IS2 element protein InsA","4","5","9","208","30.76923076923077","97.65258215962442","18.488888888888887","0.0007212914595520391","1.0","0.19265613206167695","6","3","3","1.0","1.0"
"yfcC_2","","putative inner membrane protein; putative S-transferase","4","5","9","208","30.76923076923077","97.65258215962442","18.488888888888887","0.0007212914595520391","1.0","0.19265613206167695","6","3","4","0.6875000000000002","1.0"
"group_12528","aphA","acid phosphatase/phosphotransferase monomer","4","5","9","208","30.76923076923077","97.65258215962442","18.488888888888887","0.0007212914595520391","1.0","0.19265613206167695","7","4","4","0.9999999999999998","0.9999999999999998"
"group_16534","insE-1_2","IS3 element protein InsE","4","5","9","208","30.76923076923077","97.65258215962442","18.488888888888887","0.0007212914595520391","1.0","0.19265613206167695","5","4","2","0.375","1.0"
"yfjQ_1","","CP4-57 prophage; predicted protein","9","48","4","165","69.23076923076923","77.46478873239437","7.734375","0.0007321802340898737","1.0","0.19265613206167695","9","6","4","0.5078125","1.0"
"group_21579","","hypothetical protein","0","97","13","116","0.0","54.460093896713616","0.0","0.0007325076522442627","1.0","0.19265613206167695","4","0","4","0.125","0.125"
"group_4624","","hypothetical protein","0","97","13","116","0.0","54.460093896713616","0.0","0.0007325076522442627","1.0","0.19265613206167695","6","0","6","0.03125","0.03125"
"group_22922","","hypothetical protein","0","97","13","116","0.0","54.460093896713616","0.0","0.0007325076522442627","1.0","0.19265613206167695","4","0","4","0.125","0.125"
"group_2127","","hypothetical protein","0","97","13","116","0.0","54.460093896713616","0.0","0.0007325076522442627","1.0","0.19265613206167695","6","0","6","0.03125","0.03125"
"group_25907","","hypothetical protein","0","97","13","116","0.0","54.460093896713616","0.0","0.0007325076522442627","1.0","0.19265613206167695","4","0","4","0.125","0.125"
"group_15803","","hypothetical protein","0","97","13","116","0.0","54.460093896713616","0.0","0.0007325076522442627","1.0","0.19265613206167695","4","0","4","0.125","0.125"
"group_25908","","hypothetical protein","0","97","13","116","0.0","54.460093896713616","0.0","0.0007325076522442627","1.0","0.19265613206167695","4","0","4","0.125","0.125"
"group_16314","","hypothetical protein","0","97","13","116","0.0","54.460093896713616","0.0","0.0007325076522442627","1.0","0.19265613206167695","4","0","4","0.125","0.125"
"group_18312","","hypothetical protein","0","97","13","116","0.0","54.460093896713616","0.0","0.0007325076522442627","1.0","0.19265613206167695","4","0","4","0.125","0.125"
"group_18742","","hypothetical protein","0","97","13","116","0.0","54.460093896713616","0.0","0.0007325076522442627","1.0","0.19265613206167695","4","0","4","0.125","0.125"
"group_18743","","hypothetical protein","0","97","13","116","0.0","54.460093896713616","0.0","0.0007325076522442627","1.0","0.19265613206167695","4","0","4","0.125","0.125"
"group_5104","yhaO","YhaO STP transporter","12","92","1","121","92.3076923076923","56.8075117370892","15.782608695652174","0.0007344936897224868","1.0","0.19265613206167695","5","4","1","0.375","0.375"
"yjgH","","putative mRNA endoribonuclease","12","93","1","120","92.3076923076923","56.33802816901409","15.483870967741936","0.0007682118766601261","1.0","0.1986821541706161","7","6","1","0.125","0.125"
"dmsA","","dimethyl sulfoxide reductase, chain A","1","120","12","93","7.6923076923076925","43.66197183098591","0.06458333333333334","0.0007682118766601261","1.0","0.1986821541706161","6","1","5","0.21875000000000003","0.21875000000000003"
"group_10992","ytfT","galactofuranose / galactopyranose ABC transporter - putative membrane subunit","3","151","10","62","23.076923076923077","29.107981220657276","0.12317880794701987","0.0007899834587674558","1.0","0.20080084904087062","8","3","6","0.2890624999999999","0.7265625000000002"
"insC-1_3","","IS2 element protein InsA","6","18","7","195","46.15384615384615","91.54929577464789","9.285714285714286","0.0007991827929943293","1.0","0.20080084904087062","7","4","4","0.9999999999999998","0.9999999999999998"
